company,year,award_category,size_category,company_id
"South Mountain Company, Inc.",2021,Environment; Workers,10-49 Employees,001C0000015ohK9IAI
BluPlanet Recycling Inc.,2021,Environment,10-49 Employees,001C000000xBAe3IAG
HEX Ferments,2021,Environment,10-49 Employees,001C000001ZzHioIAF
Alter Eco,2021,Community,10-49 Employees,0018000000OO2lJAAT
Enviro-Stewards,2021,Community,10-49 Employees,001C000000rpJWMIA2
Re:Vision Architecture,2021,Environment,10-49 Employees,0018000000OO2kgAAD
"Altvia Solutions, LLC",2021,Workers,10-49 Employees,001C000000r58uWIAQ
The Tea Spot PBC,2021,Community,10-49 Employees,001C000000zidLTIAY
"Healthy Building Science, Inc.",2021,Governance,10-49 Employees,001C0000015P3geIAC
Greenline Community Ventures LLC,2021,Workers,10-49 Employees,001C000001Q3CiaIAF
First Affirmative Financial Network,2021,Customers,10-49 Employees,001C0000010glPRIAY
SABEResPODER,2021,Customers,10-49 Employees,0018000000OO2kiAAD
Unreasonable Group,2021,Customers,10-49 Employees,001C000001Q2xxiIAB
Boly:Welch,2021,Governance,10-49 Employees,001C000001NsGAFIA3
"Trillium Asset Management, LLC",2021,Customers; Workers; Governance,10-49 Employees,0018000000OO2l1AAD
"Back to the Roots, Inc.",2021,Environment,10-49 Employees,0018000000mvt9CAAQ
IceStone,2021,Environment,10-49 Employees,0018000000OO2joAAD
Urban Mining PBC,2021,Community,10-49 Employees,001C000001P8HtJIAV
HLH,2021,Community; Environment,10-49 Employees,001C0000016YiZjIAK
Major League Hacking (MLH),2021,Governance,10-49 Employees,001C000001MWAfCIAX
Gelfand Partners Architects,2021,Governance,10-49 Employees,001C0000017yCLoIAM
Clearinghouse CDFI,2021,Customers; Governance,10-49 Employees,001C0000017OWPkIAO
Finnriver Farm and Cidery,2021,Environment,10-49 Employees,001C000001LNPVcIAP
REBBL INC,2021,Community,10-49 Employees,001C000001SzAjmIAF
Solar States,2021,Community,10-49 Employees,001C0000016rWt8IAE
Peaceful Fruits,2021,Community,10-49 Employees,001C000001eZfCDIA0
Get Funky DBA Roadhouse Brewing Company,2021,Environment,10-49 Employees,001C000001fiVLUIA2
Bloomin,2021,Environment,10-49 Employees,001C000001C4sBlIAJ
"NorthStar Asset Management, Inc.",2021,Customers,10-49 Employees,001C0000016sQvaIAE
Oliver Russell & Associates,2021,Governance,10-49 Employees,001C000000vAL1WIAW
Kinesis,2021,Governance,10-49 Employees,001C000001NsOLIIA3
Amavida Coffee and Trading Company,2021,Community,10-49 Employees,001C0000015ntP8IAI
Spring Bank,2021,Customers; Governance,10-49 Employees,001C0000015oPgsIAE
August Public Inc,2021,Governance,10-49 Employees,001C000001R0VLRIA3
Noonday Collection,2021,Community,10-49 Employees,001C000001VaQj6IAF
EFM,2021,Environment,10-49 Employees,001C000000q76flIAA
tentree international,2021,Community,10-49 Employees,001C000001MZh5qIAD
Technicians For Sustainability,2021,Environment; Workers,10-49 Employees,001C000001CdosxIAB
"Morton Solar, LLC",2021,Environment,10-49 Employees,001C000001dgs1OIAQ
"Wicked Joe, Wicked Leaf & Benbows Coffee",2021,Community,10-49 Employees,001C000001NPbouIAD
Group14 Engineering,2021,Environment,10-49 Employees,001C000001R2LJaIAN
Highland Group,2021,Community,10-49 Employees,001C000001SzZRcIAN
Milepost Consulting,2021,Governance,10-49 Employees,001C0000010iMydIAE
Amplio Recruiting,2021,Customers,10-49 Employees,001C000001Z8EndIAF
Boston Common Asset Management LLC,2021,Customers,10-49 Employees,001C000000yirl3IAA
Montanya Distillers LLC,2021,Environment,10-49 Employees,001C000001ZzeZ5IAJ
Rogue Creamery,2021,Environment,10-49 Employees,001C000001FJAb3IAH
Casebook PBC,2021,Governance,10-49 Employees,001C000001k8flFIAQ
Centrico Digital,2021,Governance,10-49 Employees,001C000001k9f4uIAA
BSW Wealth Partners,2021,Customers; Workers,10-49 Employees,001C0000010ggoiIAA
Homeboy Recycling,2021,Workers,10-49 Employees,001C000000yhPc9IAE
"MaineWorks, LLC",2021,Customers,10-49 Employees,001C0000016ZV2hIAG
ResolutionCare,2021,Customers,10-49 Employees,001C000001Wjnx9IAB
Insource Renewables,2021,Workers,10-49 Employees,001C000001nFj62IAC
Fixer Services PBC,2021,Workers,10-49 Employees,0013b00001o3whLAAQ
Motivf Corporation,2021,Workers,10-49 Employees,0013b00001o4GNLAA2
Metis Consulting Group,2021,Workers; Governance,10-49 Employees,001C000001P7ZhrIAF
Modern Adventure,2021,Governance,10-49 Employees,001C000001iDEvAIAW
Wescott Financial Advisory Group,2021,Workers,10-49 Employees,0013b00001nEM3TAAW
"Payactiv, Inc.",2021,Customers,10-49 Employees,001C000001P5kdmIAB
Advanced Enviro Systems,2021,Environment,10-49 Employees,001C000001Lkdv1IAB
100km Foods,2021,Community,10-49 Employees,001C0000013EirYIAS
Sarona Asset Management Inc,2021,Customers; Governance,10-49 Employees,001C000000r6E6nIAE
Momenta,2021,Customers,10-49 Employees,001C000001VNDv6IAH
American College of Healthcare Sciences,2021,Governance,10-49 Employees,001C000001NP2uBIAT
indieDwell Inc,2021,Customers,10-49 Employees,001C000001dgCXnIAM
Zevin Asset Management,2021,Customers,10-49 Employees,001C0000017yJTfIAM
PRACTICE Benefit Corp,2021,Governance,10-49 Employees,001C000001TaSKdIAN
Green City Growers,2021,Environment,10-49 Employees,001C0000019ujyiIAA
Reos North America,2021,Governance,10-49 Employees,001C000001QzVAgIAN
Green Hammer,2021,Environment,10-49 Employees,001C000001Z6ULRIA3
Bohlsen Group,2021,Governance,10-49 Employees,001C000001Jcj7RIAR
ChopValue Manufacturing Ltd.,2021,Environment,10-49 Employees,0013b00001qEsVcAAK
"MVP Dairy, LLC",2021,Environment,10-49 Employees,0013b00001qEbyXAAS
"Thrive Farmers International, Inc.",2021,Community,10-49 Employees,001C000001TZ4zdIAD
BakerAvenue Wealth Management,2021,Workers,10-49 Employees,0013b00001nELXkAAO
Sokol Blosser Winery,2021,Environment,10-49 Employees,001C000001Fh2ehIAB
Tech Networks of Boston,2021,Workers; Governance,10-49 Employees,001C0000019LUDqIAO
Praxis Consulting Group,2021,Workers,10-49 Employees,001C000000r5hl8IAA
"Great American Aquaculture LLC, dba Ideal Fish",2021,Environment,10-49 Employees,0013b00001rFiUUAA0
Recicladora Urbana,2021,Environment,10-49 Employees,001C0000019M5bBIAS
Falling Colors,2021,Customers,10-49 Employees,001C000001ivm5GIAQ
"Lemonade, Inc.",2019,Governance,10-49 Employees,001C000001T0LFqIAN
Numi,2019,Overall; Environment,10-49 Employees,0018000000OO2kMAAT
Okena,2019,Overall; Environment,10-49 Employees,001C0000019LEfXIAW
Trove Recommerce,2019,Governance,10-49 Employees,001C000001E7cKPIAZ
Sokol Blosser Winery,2019,Environment; Changemaker,10-49 Employees,001C000001Fh2ehIAB
Our Community Pty Ltd,2019,Community,10-49 Employees,001C000001HWeofIAD
Organic India USA,2019,Overall,10-49 Employees,001C000001N4sODIAZ
Sunshine Nut Company,2019,Community,10-49 Employees,001C000001LPqL6IAL
Clean Solar,2019,Environment,10-49 Employees,001C0000018wMMXIA2
Divine Chocolate Ltd,2019,Community,10-49 Employees,001C000001SJ1KRIA1
D-Orbit spa,2019,Environment; Changemaker,10-49 Employees,001C000001CH8JLIA1
PV Squared,2019,Overall; Workers,10-49 Employees,001C0000019tYURIA2
KeepCup,2019,Environment,10-49 Employees,001C0000019MHVQIA4
"Joule, LLC",2019,Environment,10-49 Employees,0018000000ld3wXAAQ
Co-op Power / Northeast Biodiesel,2019,Overall; Community; Environment; Governance,10-49 Employees,0018000000muoXwAAI
DOMI,2019,Overall; Community,10-49 Employees,001C000001Dixz8IAB
Château Maris Winery,2019,Environment,10-49 Employees,001C000001TZ9xmIAD
Raven + Lily,2019,Community,10-49 Employees,001C000000zk55VIAQ
Moyee Coffee,2019,Community,10-49 Employees,001C000001Esl4lIAB
100km Foods,2019,Community,10-49 Employees,001C0000013EirYIAS
Cuestamoras Bosques,2019,Environment,10-49 Employees,001C000001YEAUwIAP
Waste Farmers,2019,Environment,10-49 Employees,001C000001Ag6N2IAJ
Salt Spring Coffee,2019,Overall,10-49 Employees,0018000000bNzOxAAK
Save On Meats,2019,Overall; Community,10-49 Employees,001C0000013zrgBIAQ
Larry's Coffee,2019,Community,10-49 Employees,0018000000PSEqIAAX
Courrieros,2019,Overall; Community,10-49 Employees,001C0000018PDLHIA4
Increase,2019,Workers,10-49 Employees,001C000001Z8ZSnIAN
Greenvines,2019,Overall; Environment,10-49 Employees,001C000001K4bCiIAJ
Sustainable Harvest,2019,Community,10-49 Employees,001C000000r65XzIAI
Beta Bionics,2019,Governance,10-49 Employees,001C000001TYEXZIA5
Seal the Seasons Inc,2019,Community,10-49 Employees,001C000001WEANPIA5
Catalyst Partners,2019,Overall; Environment,10-49 Employees,001C000001ISBvfIAH
Brightworks Sustainability LLC,2019,Workers,10-49 Employees,0018000000PSEdfAAH
ChicoBag & To-Go Ware,2019,Environment,10-49 Employees,001C000000v9e4JIAQ
Preserve,2019,Environment,10-49 Employees,0018000000Rr4BqAAJ
"The Green Engineer, Inc.",2019,Overall; Environment; Workers; Changemaker,10-49 Employees,001C0000015rVxxIAE
Higher Grounds Trading Company,2019,Community,10-49 Employees,001C000001NsoIGIAZ
Kit Urbano,2019,Workers,10-49 Employees,001C000001XeY1iIAF
Aguas Santa Amalia S.A.,2019,Community,10-49 Employees,001C0000018wpyTIAQ
Sudara Inc.,2019,Governance,10-49 Employees,001C000001N5HlnIAF
UBQ MATERIALS LTD,2019,Environment,10-49 Employees,001C000001WFX5VIAX
Recyclebank,2019,Governance; Changemaker,10-49 Employees,0018000000PSEJ7AAP
"Come True Social Enterprise Co., Ltd.",2019,Community,10-49 Employees,001C000001agejTIAQ
Just Coffee Cooperative,2019,Community,10-49 Employees,001C000001NN3puIAD
Paintbox Catering and Bistro Inc.,2019,Overall; Community; Changemaker,10-49 Employees,001C000001MMb9EIAT
Persephone Brewing Company,2019,Overall; Environment,10-49 Employees,001C000001Knc66IAB
Floyd|Snider,2019,Overall; Environment; Workers; Governance,10-49 Employees,001C000001aiIeVIAU
"GenerationHope, Inc.",2019,Community,10-49 Employees,001C000001aiLpOIAU
HEX Ferments,2019,Environment,10-49 Employees,001C000001ZzHioIAF
Alter Eco,2019,Overall; Community,10-49 Employees,0018000000OO2lJAAT
ALL GREEN RECYCLING INC.,2019,Community; Environment,10-49 Employees,001C000001a27JIIAY
Enviro-Stewards,2019,Overall; Community; Environment; Workers; Governance,10-49 Employees,001C000000rpJWMIA2
"South Mountain Company, Inc.",2019,Overall; Environment; Workers; Governance,10-49 Employees,001C0000015ohK9IAI
BluPlanet Recycling Inc.,2019,Environment,10-49 Employees,001C000000xBAe3IAG
Re:Vision Architecture,2019,Overall; Environment,10-49 Employees,0018000000OO2kgAAD
GreenSpark Energy,2019,Environment; Changemaker,10-49 Employees,001C000001J0pmfIAB
Outland Denim,2019,Community,10-49 Employees,001C000001UDglFIAT
OmniCert Umweltgutachter GmbH,2019,Environment,10-49 Employees,001C000001Vb2rWIAR
World Centric,2019,Overall; Governance; Changemaker,10-49 Employees,001C000000r5rrGIAQ
Best Energy,2019,Overall; Environment,10-49 Employees,001C0000016YHeaIAG
Sales Srl - Soc. Benefit,2019,Environment,10-49 Employees,001C000001F8PdHIAV
Revive,2019,Environment,10-49 Employees,001C0000011aZhOIAU
The Tea Spot PBC,2019,Community,10-49 Employees,001C000000zidLTIAY
One Water (Global Ethics Limited),2019,Community,10-49 Employees,001C000001KnvI2IAJ
"Healthy Building Science, Inc.",2019,Governance; Changemaker,10-49 Employees,001C0000015P3geIAC
Green City Growers,2019,Overall; Environment,10-49 Employees,001C0000019ujyiIAA
Goldstein Hall PLLC,2019,Workers,10-49 Employees,001C0000014xdvUIAQ
"Varsity Technologies, Inc.",2019,Governance,10-49 Employees,001C000000xC1xnIAC
Ellevate Network,2019,Workers; Governance,10-49 Employees,001C000001Q35xaIAB
Merry Year Social Company (MYSC),2019,Workers,10-49 Employees,001C000001R0Lz6IAF
Tech Networks of Boston,2019,Overall; Community; Governance,10-49 Employees,001C0000019LUDqIAO
Gary Community Ventures,2019,Overall; Workers,10-49 Employees,001C0000016YMfkIAG
Metropolitan Group,2019,Overall; Workers; Governance,10-49 Employees,0018000000PSEgFAAX
PeaceWorks Technology Solutions,2019,Overall; Workers; Changemaker,10-49 Employees,001C000000r5jLXIAY
Abundance Investment,2019,Governance,10-49 Employees,001C000001giMEzIAM
Australian Ethical Investment,2019,Governance,10-49 Employees,001C0000014QBrxIAG
"ShenZhen Link Accessibility Co.,Ltd",2019,Overall; Workers,10-49 Employees,001C000001agCL4IAM
Heller Consulting,2019,Workers; Governance,10-49 Employees,0018000000OO2lVAAT
Imfusio,2019,Workers,10-49 Employees,001C000001SzwcrIAB
Little Genius International SpA SB,2019,Overall; Community; Governance,10-49 Employees,001C000001IDDxyIAH
The Road Less Traveled,2019,Overall; Governance,10-49 Employees,001C0000012f9LVIAY
Exponent Partners,2019,Workers; Governance,10-49 Employees,001C0000014PG7nIAG
"Secure Futures, LLC",2019,Environment,10-49 Employees,001C000001Q2Rv3IAF
Boly:Welch,2019,Governance; Changemaker,10-49 Employees,001C000001NsGAFIA3
"Back to the Roots, Inc.",2019,Environment,10-49 Employees,0018000000mvt9CAAQ
IceStone,2019,Environment,10-49 Employees,0018000000OO2joAAD
Grupo Contempo S.A.S,2019,Environment,10-49 Employees,001C000001N5Lj1IAF
Aqua Clara Kenya,2019,Overall,10-49 Employees,001C000001iDXOaIAO
SecondMuse,2019,Governance; Changemaker,10-49 Employees,001C0000014O2lIIAS
U Ethical Investors,2019,Overall; Community,10-49 Employees,001C000001dfDJqIAM
Greenline Community Ventures LLC,2019,Workers,10-49 Employees,001C000001Q3CiaIAF
"Left of the Dot Media, Inc.",2019,Workers,10-49 Employees,001C000001R2J4PIAV
ALTERFIN,2019,Workers,10-49 Employees,001C000001dfggUIAQ
Casebook PBC,2019,Governance,10-49 Employees,001C000001k8flFIAQ
Pekin Hardy Strauss Wealth Management,2019,Customers; Changemaker,10-49 Employees,001C000001EtVfLIAV
Little Sun,2019,Customers,10-49 Employees,001C000001JeyD7IAJ
MullenLowe salt,2019,Customers,10-49 Employees,001C000001NsTIrIAN
Align Work Health,2019,Customers,10-49 Employees,001C000001SGavaIAD
United Fund Advisors,2019,Customers,10-49 Employees,001C000001NtxJUIAZ
Wasafiri Consulting Limited,2019,Customers,10-49 Employees,001C000001giMn6IAE
Red Apis,2019,Customers,10-49 Employees,001C000001iDoPMIA0
Dot Incorporation,2019,Customers,10-49 Employees,001C000001Z8pV9IAJ
EcoZoom,2019,Customers,10-49 Employees,001C000000v6ddQIAQ
People's Architecture Office,2019,Customers,10-49 Employees,001C000001YFo4zIAD
Vera Solutions,2019,Customers; Governance,10-49 Employees,001C000000uQ9MDIA0
Gray Ghost Management & Operations LLC dba Gray Ghost Ventures,2019,Customers; Governance,10-49 Employees,001C000000rqnnMIAQ
New Market Funds,2019,Customers,10-49 Employees,001C000001bW1WrIAK
Visualfy,2019,Customers,10-49 Employees,001C000001Ys7flIAB
"thedatabank, Gbc. (General Benefit Corporation)",2019,Overall; Customers,10-49 Employees,0018000000YrhulAAB
Caprock,2019,Customers; Workers; Changemaker,10-49 Employees,0018000000OO2kwAAD
Sarona Asset Management Inc,2019,Overall; Customers; Workers; Governance,10-49 Employees,001C000000r6E6nIAE
Caspian Impact Investment Adviser Private Limited,2019,Customers,10-49 Employees,001C000001agMN6IAM
Grupo Educativo,2019,Customers; Governance; Changemaker,10-49 Employees,001C000001DxPzLIAV
InspiraFarms,2019,Customers,10-49 Employees,001C0000017xqAMIAY
Edge Environment,2019,Customers,10-49 Employees,001C000001C4XBSIA3
Travois,2019,Overall; Customers,10-49 Employees,001C000001iyL3AIAU
Momenta,2019,Customers,10-49 Employees,001C000001VNDv6IAH
Ethinvest,2019,Customers,10-49 Employees,001C0000015qgvXIAQ
Inspired Adventures,2019,Customers,10-49 Employees,001C000001R2JArIAN
Resonance,2019,Customers; Governance,10-49 Employees,001C000001XtpSEIAZ
"Abacus Wealth Partners, LLC",2019,Overall; Customers; Workers; Governance,10-49 Employees,0018000000OO2j3AAD
ClimateCare,2019,Overall; Customers; Workers,10-49 Employees,001C000001MLva2IAD
Zevin Asset Management,2019,Customers; Changemaker,10-49 Employees,001C0000017yJTfIAM
"Geneva Global, Inc.",2019,Customers,10-49 Employees,001C000001WmRAsIAN
"American Prison Data Systems, PBC",2019,Customers; Governance,10-49 Employees,001C0000014P8NqIAK
Hirepurpose,2019,Customers,10-49 Employees,001C000001NuZIBIA3
Hipocampus,2019,Overall; Customers,10-49 Employees,001C000001XepZ3IAJ
Growth Mosaic Ltd.,2019,Overall; Customers; Workers,10-49 Employees,001C000001eY59rIAC
"MaineWorks, LLC",2019,Customers,10-49 Employees,001C0000016ZV2hIAG
Hybrytec Solar,2019,Overall; Customers; Environment; Changemaker,10-49 Employees,001C0000011aIXcIAM
"NorthStar Asset Management, Inc.",2019,Overall; Customers; Changemaker,10-49 Employees,001C0000016sQvaIAE
ECO2LIBRIUM,2019,Overall; Community; Customers; Environment; Changemaker,10-49 Employees,001C000001EA8YrIAL
Innpact S.A.,2019,Overall; Customers,10-49 Employees,001C000001P7MLyIAN
"aWhere, Inc.",2019,Customers,10-49 Employees,001C000001BUALmIAP
Sempli,2019,Customers,10-49 Employees,001C000001iCllkIAC
Pearl Capital Partners,2019,Customers,10-49 Employees,001C000001bW8hyIAC
Equilibrium,2019,Overall; Customers; Workers; Governance; Changemaker,10-49 Employees,001C000000r5bHRIAY
First Affirmative Financial Network,2019,Customers,10-49 Employees,001C0000010glPRIAY
Estudios y Consultorias Focus,2019,Customers; Changemaker,10-49 Employees,001C000000zl2NnIAI
Unreasonable Group,2019,Customers; Changemaker,10-49 Employees,001C000001Q2xxiIAB
"findhelp, a Public Benefit Corporation",2019,Overall; Customers,10-49 Employees,001C000000u2cGFIAY
Future Super Services Pty Ltd,2019,Overall; Customers; Governance,10-49 Employees,001C000001K1t8hIAB
"Imajine That, LLC",2019,Overall; Community; Customers,10-49 Employees,001C000001LPzIcIAL
Mokulua High Performance Builder,2019,Overall; Environment,10-49 Employees,001C000001dgUxzIAE
Red Gum BBQ,2019,Community,10-49 Employees,001C000001cBq3eIAC
Urban Mining PBC,2019,Overall; Community; Environment; Governance,10-49 Employees,001C000001P8HtJIAV
HLH,2019,Overall; Community; Environment,10-49 Employees,001C0000016YiZjIAK
Gelfand Partners Architects,2019,Governance; Changemaker,10-49 Employees,001C0000017yCLoIAM
Finnriver Farm and Cidery,2019,Environment,10-49 Employees,001C000001LNPVcIAP
REBBL INC,2019,Overall; Community,10-49 Employees,001C000001SzAjmIAF
Viña Polkura SA,2019,Environment; Changemaker,10-49 Employees,001C000001EuzS9IAJ
Solar States,2019,Overall; Community,10-49 Employees,001C0000016rWt8IAE
SYLVAIN,2019,Governance,10-49 Employees,001C000001cAYT6IAO
SES Consulting,2019,Environment; Changemaker,10-49 Employees,001C000000zjMfRIAU
Chehalem Winery,2019,Environment,10-49 Employees,001C000001gabk2IAA
Bloomin,2019,Environment,10-49 Employees,001C000001C4sBlIAJ
Antica Erboristeria SpA SB,2019,Community; Changemaker,10-49 Employees,001C000001R05ODIAZ
O'Connells OBM,2019,Workers,10-49 Employees,001C000001Fgs9IIAR
Digitopia,2019,Governance,10-49 Employees,001C000000yhUA1IAM
Oliver Russell & Associates,2019,Workers; Governance,10-49 Employees,001C000000vAL1WIAW
Grupo GAIA,2019,Community; Governance,10-49 Employees,001C000001Eths8IAB
TARGET-DDI,2019,Community,10-49 Employees,001C000001C4EIPIA3
S360 Sustainability Services,2019,Community,10-49 Employees,001C000001D4JSXIA3
Aggelos,2019,Governance,10-49 Employees,001C000001LMxF6IAL
Impossible Labs Limited,2019,Workers,10-49 Employees,001C000001VbCrWIAV
mondora,2019,Overall; Community; Governance; Changemaker,10-49 Employees,001C000001KnH8zIAF
"data.world, Inc.",2019,Governance,10-49 Employees,001C000001T0UCQIA3
Animana,2019,Community; Changemaker,10-49 Employees,001C0000015qtwFIAQ
Greentech Capital Advisors,2019,Workers; Changemaker,10-49 Employees,001C000000vA1thIAC
Untours,2019,Governance,10-49 Employees,0018000000OO2l5AAD
Piscataqua Savings Bank,2019,Workers,10-49 Employees,001C000001iwd7AIAQ
Cielo Hammocks,2019,Community,10-49 Employees,001C0000016ou0QIAQ
